CODE,LOCATION,TYPE,RATING (MAX = 5),Address_y,Description,Long Description,Tags_Creation_Description,Ticket Info,open_time,close_time,coordinate,tags,image_url
EN128,Grand Palace Wedding And Convention,Entertainment,3.7,"142/18 Cong Hoa Street, Ward 4, Tan Binh District, Ho Chi Minh City,",Grand Palace Wedding And Convention is a venue for weddings and large events.,"Grand Palace Wedding And Convention is a popular venue for hosting weddings, conferences, and other significant events. The facility features multiple ballrooms with elegant decor and modern amenities. It offers comprehensive event planning services, including catering, decorations, and entertainment. It's a sought-after location for memorable celebrations and corporate gatherings.",,0,0:00,23:59,"10.803761, 106.655908",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014920/EN128.jpg
LC040,President ho Chi Minh Statue,Local,5,"21 Nguyen Hue, Ben Nghe Ward, District 1, Ho Chi Minh City,",President Ho Chi Minh Statue is a memorial dedicated to the revered Vietnamese leader.,"The President Ho Chi Minh Statue stands as a tribute to the iconic leader of Vietnam. Located prominently in front of the City Hall on Nguyen Hue Street, it attracts many visitors who come to pay their respects. The statue is a symbol of national pride and serves as a reminder of Ho Chi Minh's significant contributions to the country's independence. It provides a serene spot for reflection amidst the bustling city.",,0,0:00,23:59,"10.772046, 106.70635",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014923/LC040.jpg
EN129,Saigon Opera House,Entertainment,4.4,"7 Lam Son Square, Ben Nghe Ward, District 1, Ho Chi Minh City,",Saigon Opera House is a historic venue for performing arts in Ho Chi Minh City.,"The Saigon Opera House, also known as the Municipal Theatre, is a stunning colonial-era building that hosts a variety of performances. These include operas, ballets, and traditional Vietnamese plays. Its elegant architecture and central location make it a prominent landmark in the city. Attending a performance here offers a glimpse into the city's rich cultural heritage.",,30.43,0:00,23:59,"10.77657, 106.703102",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014924/EN129.jpg
EN130,Cinestar Cinema Quoc Thanh,Entertainment,4.9,"135 Hai Ba Trung, Ben Nghe Ward, District 1, Ho Chi Minh City,",Cinestar Cinema Quoc Thanh is a movie theater showcasing a variety of films.,"Cinestar Cinema Quoc Thanh provides a modern movie-going experience with comfortable seating and high-quality audio-visual equipment. The theater screens a mix of international and Vietnamese films, catering to diverse audiences. Its central location makes it easily accessible for residents and tourists alike. It's a popular spot for entertainment and relaxation.",,0,0:00,23:59,"10.763844, 106.687349",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014926/EN130.jpg
EN131,Snow Town Saigon,Entertainment,4.2,"3rd & 4th Floor, CBD Premium Home, 125 Dong Van Cong, Thanh My Loi Ward, District 2, Ho Chi Minh City,",Snow Town Saigon is an indoor snow park offering a unique winter experience.,"Snow Town Saigon brings a winter wonderland to the tropical climate of Ho Chi Minh City. This indoor snow park features real snow, allowing visitors to enjoy activities like sledding, snowball fights, and building snowmen. It is a popular destination for families and children seeking a fun and refreshing experience. The park is a unique escape from the city's heat and humidity.",,0,0:00,23:59,"10.77375, 106.762744",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014931/EN131.jpg
MA012,Ben Thanh Market,Market,4.2,"Le Loi Street, Ben Thanh Ward, District 1, Ho Chi Minh City,",Ben Thanh Market is a bustling marketplace offering a wide variety of goods and food.,"Ben Thanh Market is one of the most iconic landmarks in Ho Chi Minh City. This vibrant market is a hub of activity, offering a wide array of goods, from clothing and souvenirs to local handicrafts and fresh produce. The market is also famous for its numerous food stalls serving traditional Vietnamese dishes. It's a great place to experience the local culture and practice your bargaining skills.",,0,0:00,23:59,"10.772517, 106.698021",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014934/MA012.jpg
EN132,WATERBOMB HOCHIMINH 2025,Entertainment,4.2,"Vạn Phúc City, Đường Đinh Thị Thi, Phường Hiệp Bình Phước, Quận Thủ Đức, Ho Chi Minh City",WATERBOMB HOCHIMINH 2025 is a music festival known for its water-themed performances.,"WATERBOMB HOCHIMINH 2025 is an upcoming music festival featuring a lineup of popular artists and a unique water-themed concept. Attendees can expect high-energy performances combined with water effects, creating a refreshing and immersive experience. The festival is anticipated to attract a large crowd of music lovers and festival-goers. Exact location and additional details are yet to be announced, but it will likely be held in a large event space within the city.",,0,0:00,23:59,"10.84624, 106.712173",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014937/EN132.png
EN133,A O Show - Lune Production (Saigon Opera House),Entertainment,4.6,"7 Lam Son Square, Ben Nghe Ward, District 1, Ho Chi Minh City,",A O Show is a contemporary Vietnamese circus performance held at the Saigon Opera House.,"The A O Show, presented by Lune Production, is a captivating performance that blends traditional Vietnamese culture with contemporary circus arts. Staged at the Saigon Opera House, the show features stunning acrobatics, live music, and visual effects. It offers a unique and engaging experience that showcases the beauty and dynamism of Vietnamese life. The show is popular among both locals and tourists, providing a memorable evening of entertainment.",,30.43,0:00,23:59,"10.776374, 106.703349",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014939/EN133.png
EN134,Avatar Karaoke,Entertainment,5,"686/20/62 CMT8, Ward 5, Tan Binh District, Ho Chi Minh City ",Avatar Karaoke is a popular entertainment venue offering private karaoke rooms for groups.,Avatar Karaoke provides a fun and lively atmosphere for singing enthusiasts. The venue boasts multiple private rooms equipped with modern sound systems and extensive song selections. It is a popular spot for locals and tourists looking to unwind and enjoy a night out with friends. Avatar Karaoke is known for its affordable prices and well-maintained facilities.,,0,0:00,23:59,"10.765895, 106.682585",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014941/EN134.jpg
LC041,Saigon Central Post Office,Local,4.5,"2 Cong xa Paris, Ben Nghe, District 1, Ho Chi Minh City ",Saigon Central Post Office is a beautifully preserved French colonial building still functioning as a post office.,"The Saigon Central Post Office is a stunning example of French colonial architecture with a vibrant interior. Designed by Gustave Eiffel, it features high vaulted ceilings, intricate tile work, and antique postal counters. Visitors can still send postcards, buy stamps, and admire the historical maps displayed on the walls. The Post Office is a must-see attraction for those interested in history and architecture.",,0,0:00,23:59,"10.779913, 106.699902",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014949/LC041.jpg
LC042,Ho Chi Minh City People's Committee,Local,4.5,"86 Le Thanh Ton Street, Ben Nghe Ward, District 1, Ho Chi Minh City,",Ho Chi Minh City People's Committee is a grand colonial-era building serving as the city's government headquarters.,"The Ho Chi Minh City People's Committee building is an elegant and imposing structure showcasing French colonial design. Its yellow facade, ornate details, and manicured gardens make it a popular photo opportunity. While the building is not typically open to the public, its exterior is a sight to behold. Situated in a prominent location, it contributes significantly to the city's architectural landscape.",,0,0:00,23:59,"10.776539, 106.700913",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014978/LC042.jpg
TP010,HoChiMinh City Hop On Hop Off Bus,Transportation,4.3,"23/9 Park, District 1, Ho Chi Minh City,",The Ho Chi Minh City Hop On Hop Off Bus provides a convenient way to explore the city's major attractions.,"The Hop On Hop Off Bus offers a flexible and convenient way for tourists to discover Ho Chi Minh City's highlights. With multiple stops at key landmarks, passengers can hop on and off as they please, exploring attractions at their own pace. The buses are equipped with audio guides in multiple languages, providing information about the city's history and culture. It is an ideal option for first-time visitors to get acquainted with the city.",,5.71,0:00,23:59,"10.782897, 106.690091",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014980/TP010.jpg
EN135,Golden Dragon Water Puppet,Entertainment,3.9,"55B Nguyen Thi Minh Khai Street, Ben Thanh Ward, District 1, Ho Chi Minh City,",Golden Dragon Water Puppet is a traditional Vietnamese art form showcasing stories performed on water.,"The Golden Dragon Water Puppet theater offers captivating performances of traditional Vietnamese water puppetry. These shows feature intricately crafted puppets that dance and act on a water stage, accompanied by live traditional music. The stories often depict scenes from Vietnamese folklore, history, and daily life. It's a unique cultural experience and an excellent way to learn about Vietnamese traditions.",,11.03,0:00,23:59,"10.776244, 106.692557",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014981/EN135.jpg
EN136,Mekong River Cruise in Ho Chi Minh City,Entertainment,3.8,"Vinhomes Golden River, 02 Ton Duc Thang, Ben Nghe Ward, District 1, Ho Chi Minh City,",A Mekong River Cruise offers an opportunity to explore the waterways and culture of the Mekong Delta near Ho Chi Minh City.,"Taking a Mekong River Cruise from Ho Chi Minh City provides a fascinating glimpse into the life and landscapes of the Mekong Delta. These cruises typically involve boat trips through the narrow canals, visits to local villages, and exploration of floating markets. Passengers can sample local cuisine, interact with residents, and witness the unique culture of the region. It's a memorable day trip or overnight adventure that offers a different perspective on Vietnam.",,0,0:00,23:59,"10.767422, 106.7079",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014982/EN136.jpg
EN137,Shooting Ranges in Ho Chi Minh City,Entertainment,4.4,"122 Lê Thị Riêng, Bến Thành, District 1, Ho Chi Minh City,",Shooting Ranges in Ho Chi Minh City offer the chance to experience target shooting in a controlled environment.,"Shooting ranges in Ho Chi Minh City provide a thrilling experience for those interested in target shooting. These facilities typically offer a variety of firearms and qualified instructors to guide participants. Safety is a priority, and participants are provided with necessary equipment and instructions. It's a unique activity that provides an adrenaline rush and a chance to test your precision.",,0,0:00,23:59,"11.141591, 106.461596",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014985/EN137.jpg
EN138,Ho Chi Minh City Museum of Fine Arts,Entertainment,4.5,"97A Pho Duc Chinh Street, District 1, Ho Chi Minh City ",The Ho Chi Minh City Museum of Fine Arts showcases a diverse collection of Vietnamese art from various periods.,"The Ho Chi Minh City Museum of Fine Arts is housed in a beautiful colonial-era building, featuring a diverse collection of Vietnamese art. The museum's exhibits include paintings, sculptures, ceramics, and traditional crafts, showcasing the evolution of Vietnamese art through the centuries. It provides a valuable insight into the country's cultural heritage and offers a peaceful escape from the bustling city. The museum is a must-visit for art enthusiasts.",,0,0:00,23:59,"10.770016, 106.699186",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014988/EN138.jpg
MA013,AEON MALL Binh Tan,Market,4.8,"1 Đường số 17A, Bình Trị Đông B, Bình Tân, Ho Chi Minh City ","AEON MALL Binh Tan is a large shopping mall with a variety of retail stores, restaurants, and entertainment options.","AEON MALL Binh Tan is a modern and spacious shopping complex offering a wide range of retail experiences. The mall features a vast selection of stores, from international brands to local boutiques, catering to diverse tastes and budgets. Visitors can also enjoy a variety of dining options, from fast food to sit-down restaurants, and entertainment facilities, such as a cinema and arcade. It is a popular destination for shopping, dining, and leisure activities.",,0,0:00,23:59,"10.74275, 106.611931",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014990/MA013.png
EN139,Dam Sen Water Park,Entertainment,4.7,"3 Hoa Binh Street, Ward 3, District 11, Ho Chi Minh City ","Dam Sen Water Park is a popular water park featuring a variety of thrilling slides, pools, and water attractions.","Dam Sen Water Park is a sprawling water park offering a refreshing escape from the heat of Ho Chi Minh City. The park features a wide array of attractions, including towering water slides, wave pools, lazy rivers, and children's play areas. It's a perfect destination for families and thrill-seekers looking for a fun and exciting day out. The park provides a safe and well-maintained environment with plenty of amenities.",,0,0:00,23:59,"10.768895, 106.635994",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014993/EN139.jpg
LC043,HCMC History Museum,Local,4.5,"2 Nguyễn Bỉnh Khiêm, Bến Nghé, District 1, Ho Chi Minh City,","The HCMC History Museum showcases Vietnam's history, culture, and ethnography through artifacts and exhibits.","The Ho Chi Minh City History Museum houses a rich collection of artifacts spanning Vietnam's history from ancient times to the present day. Visitors can explore exhibits on archaeology, ethnography, and traditional Vietnamese arts. The museum's architecture itself is noteworthy, featuring a blend of European and Asian styles. It provides valuable insights into the cultural heritage of Vietnam and its people, offering a serene and educational experience.",,0,0:00,23:59,"10.788075, 106.704729",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762014995/LC043.jpg
EN140,Saigon River,Entertainment,4.3,"Tôn Đức Thắng, Bến Nghé, District 1, Ho Chi Minh City,","The Saigon River is a major waterway in Ho Chi Minh City, offering boat tours and scenic views.","The Saigon River meanders through Ho Chi Minh City, playing a vital role in the city's commerce and transportation. Numerous boat tours and cruises are available, providing stunning views of the city skyline, especially at night. The riverbanks are lined with bustling activity, from cargo ships to traditional boats. Many restaurants and bars offer waterfront dining experiences, allowing visitors to enjoy the vibrant atmosphere.",,0,0:00,23:59,"11.142284, 106.507932",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015005/EN140.jpg
EN141,Bui Vien,Entertainment,4.5,"Bùi Viện, Phạm Ngũ Lão, District 1, Ho Chi Minh City,",Bui Vien Street is a vibrant and bustling backpacker street known for its nightlife and street food.,"Bui Vien Street, located in the heart of District 1, is a famous backpacker area known for its lively atmosphere, especially at night. The street is filled with a diverse range of bars, restaurants, hostels, and shops catering to budget travelers. Street food vendors offer a wide array of local delicacies, creating a sensory overload of sights, sounds, and smells. It's a popular spot for meeting fellow travelers and experiencing the energetic nightlife of Ho Chi Minh City.",,0,0:00,23:59,"10.766892, 106.692826",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015009/EN141.jpg
EN142,Master Escape,Entertainment,3.7,"111 Nguyễn Phi Khanh, Tân Định, District 1, Ho Chi Minh City,",Master Escape provides interactive escape room experiences with themed puzzles and challenges.,"Master Escape is an entertainment venue offering thrilling escape room experiences for groups. Participants are locked in a themed room and must solve puzzles, find clues, and work together to escape within a time limit. The escape rooms are designed with intricate details and immersive storylines, offering a fun and challenging activity for friends, families, or corporate teams. It promotes teamwork, problem-solving skills, and strategic thinking in an engaging and entertaining environment.",,0,0:00,23:59,"10.758035, 106.67462",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015011/EN142.jpg
EN143,Tao Dan Park,Entertainment,4.7,"55C Nguyễn Thị Minh Khai, Bến Thành, District 1, Ho Chi Minh City,","Tao Dan Park is a large green space in District 1, offering a peaceful retreat from the city's hustle and bustle.","Tao Dan Park is a large, verdant park located in the center of Ho Chi Minh City, providing a welcome respite from the urban environment. The park features lush gardens, walking paths, statues, and ancient trees, creating a tranquil atmosphere. Locals and tourists alike visit the park to relax, exercise, or simply enjoy the natural surroundings. It's a popular spot for morning Tai Chi, picnics, and leisurely strolls, offering a serene escape from the city's energy.",,0,0:00,23:59,"10.774538, 106.692442",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015013/EN143.jpg
EN144,Saigon Exhibition and Convention Center (SECC),Entertainment,4.1,"799 Nguyễn Văn Linh, Tân Phú, District 7, Ho Chi Minh City,","The Saigon Exhibition and Convention Center (SECC) hosts a variety of trade shows, exhibitions, and events.","The Saigon Exhibition and Convention Center (SECC) is a modern facility that serves as a premier venue for a wide range of events, including trade shows, exhibitions, conferences, and concerts. Its large exhibition halls and meeting rooms are equipped with state-of-the-art technology. SECC brings together businesses, industry professionals, and visitors from around the world. The Center contributes to economic development by facilitating trade and showcasing innovations.",,0,0:00,23:59,"10.730657, 106.721344",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015014/EN144.jpg
EN145,Back beach,Entertainment,4.3,"Bãi Sau, Thắng Tam, Vũng Tàu, Bà Rịa - Vũng Tàu Province,",Back Beach (Bãi Sau) in Vung Tau is a popular beach known for swimming and surfing.,"Back Beach, also known as Bãi Sau, is a well-known beach in Vung Tau, approximately a 2-3 hour drive from Ho Chi Minh City. The beach is popular for swimming, sunbathing, and various water sports, like surfing. It features long stretches of sand and a vibrant atmosphere, especially during weekends and holidays. Various vendors and restaurants line the beachfront, offering food, drinks, and beach equipment rentals, making it a favorite destination for both locals and tourists seeking a coastal getaway.",,0,0:00,23:59,"10.345396, 107.100013",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015015/EN145.jpg
EN146,Thuy Chau Ecotourism,Entertainment,4.7,"55/4B DT743A, Bình Thắng, Dĩ An, Bình Dương Province,","Thuy Chau Ecotourism is an entertainment venue with swimming pools, waterfalls, and open space for families.","Thuy Chau Ecotourism Area offers families and groups a place to enjoy swimming pools, artificial waterfalls, and expansive landscaped areas. Visitors can participate in recreational activities, picnics, and outdoor games. The park provides a refreshing escape from the city and has been designed to incorporate a natural feel. Families are able to find food and drinks available from on-site vendors.",,0,0:00,23:59,"10.901761, 106.819698",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015017/EN146.png
LC044,Mariamman Hindu temple,Local,4.4,"45 Trương Định, Bến Thành, District 1, Ho Chi Minh City,",The Mariamman Hindu Temple is a vibrant temple dedicated to the Hindu goddess Mariamman.,"The Mariamman Hindu Temple, located in District 1, is a vibrant and ornate temple dedicated to the Hindu goddess Mariamman. It serves as a place of worship for the local Hindu community and attracts visitors interested in experiencing its unique architecture and religious practices. The temple features colorful sculptures of deities, intricate carvings, and a peaceful atmosphere. It provides a glimpse into the cultural diversity of Ho Chi Minh City and offers a serene space for reflection and prayer.",,0,0:00,23:59,"10.772398, 106.695646",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015023/LC044.jpg
EN147,Vietnamese Cuisine Cooking Experiences in Ho Chi Minh City,Entertainment,4.7,"107/2 Đường số 7, An Phú, District 2, Ho Chi Minh City,",Vietnamese Cuisine Cooking Experiences offer hands-on cooking classes focusing on local dishes.,"Vietnamese Cuisine Cooking Experiences provide immersive culinary classes that allow participants to learn how to prepare authentic Vietnamese dishes. These experiences often include a market visit to select fresh ingredients and a hands-on cooking session guided by experienced chefs. Participants gain insights into Vietnamese culinary techniques and traditions, learning to create iconic dishes. At the end of the class, participants can enjoy the delicious meal they have prepared, creating a memorable and flavorful experience.",,0,0:00,23:59,"10.770361, 106.691508",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015025/EN147.jpg
EN148,Mekong Delta Cruise,Entertainment,4.3,"Multiple locations, generally departs from Ho Chi Minh City,",A boat trip exploring the intricate waterways and vibrant life of the Mekong Delta.,"Mekong Delta cruises offer a fascinating glimpse into the rural heart of Vietnam. Travelers can witness floating markets, sample local delicacies, and observe traditional crafts. The lush landscapes, with their rice paddies and coconut groves, provide a serene backdrop. These cruises often include visits to local villages and workshops, providing insights into the daily lives of the Mekong Delta inhabitants. The atmosphere is relaxed and immersive, allowing visitors to experience the region's unique culture and natural beauty.",,0,0:00,23:59,"10.771721, 106.706833",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015027/EN148.jpg
MA014,Kim Bien Market,Market,4.1,"Vạn Tượng Building, 71 Dương Tử Giang, Phường 15, Quận 5, Ho Chi Minh City,","A bustling wholesale market known for its diverse range of chemicals, plastics, and industrial products.","Kim Bien Market is a sprawling wholesale market primarily known for its extensive selection of chemicals, plastics, and various industrial products. The market offers an intriguing, albeit chaotic, shopping experience. Bargaining is common, and navigating through the maze of stalls can be an adventure. While not a typical tourist destination, it offers a unique glimpse into the industrial and commercial aspects of Ho Chi Minh City. Be mindful of the products sold, and exercise caution while exploring the market.",,0,0:00,23:59,"10.749989, 106.655931",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015029/MA014.jpg
LC045,Ho Chi Minh Square,Local,4.7,"Nguyễn Huệ, Bến Nghé, District 1, Ho Chi Minh City,","A large public square in front of the Ho Chi Minh City Hall, serving as a gathering place for events and leisure.","Ho Chi Minh Square is a spacious public square located in front of the iconic Ho Chi Minh City Hall. It is a popular gathering place for locals and tourists alike, hosting various events and celebrations. The square provides a picturesque view of the City Hall, particularly beautiful at night when it's illuminated. It offers a pleasant space for strolling, relaxing, and soaking in the city's atmosphere. The central location and historical significance make it a must-see spot for visitors.",,0,0:00,23:59,"10.77601, 106.701597",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015032/LC045.jpg
LC046,Ben Dinh War Tunnels,Local,4,"Ấp Bến Đình, Dường TL15, Phú Mỹ Hưng, Củ Chi, Ho Chi Minh City,","A section of the Cu Chi Tunnels, offering a glimpse into the underground network used during the Vietnam War.","The Ben Dinh War Tunnels are a portion of the extensive Cu Chi tunnel network, providing an insight into the strategic underground system used by the Viet Cong during the Vietnam War. Visitors can explore a section of the tunnels, experiencing the cramped and challenging conditions faced by the soldiers. Guided tours offer historical context and stories of the war. The site provides a sobering but informative experience, highlighting the resilience and resourcefulness of the Vietnamese people. It serves as a powerful reminder of the war's impact and the country's history.",,0,0:00,23:59,"11.062059, 106.529197",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015034/LC046.jpg
EN149,September 23rd Park,Entertainment,4.9,"Lê Lai, Phường Phạm Ngũ Lão, District 1, Ho Chi Minh City,","A large public park in the heart of District 1, providing a green space for relaxation and recreation.","September 23rd Park is a sprawling green space located in the bustling District 1 of Ho Chi Minh City. It offers a welcome respite from the urban chaos, providing a space for locals and tourists to relax and unwind. The park features walking paths, benches, and trees, creating a tranquil atmosphere. It is a popular spot for picnics, exercise, and socializing. The park often hosts events and festivals, adding to its vibrant atmosphere and making it a central hub for community activities.",,0,0:00,23:59,"10.768711, 106.69234",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015035/EN149.jpg
EN150,Quynh Nhu 137 Foot Massage,Entertainment,4.8,"137 Đề Thám, Phường Cô Giang, District 1, Ho Chi Minh City,",A massage parlor specializing in foot reflexology and relaxation treatments.,"Quynh Nhu 137 Foot Massage is a place to unwind and rejuvenate with traditional foot reflexology. The parlor offers a range of massage treatments designed to relieve tension and promote relaxation. Skilled therapists use acupressure techniques to target specific points on the feet, improving circulation and overall well-being. The atmosphere is typically calming and serene, providing a peaceful escape from the busy city streets. It is a popular choice for tourists and locals seeking a relaxing and therapeutic experience.",,0,0:00,23:59,"10.770812, 106.699906",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015037/EN150.jpg
EN151,THIEN AN 369 foot&body massage,Entertainment,4.3,"369 Lê Văn Sỹ, Phường 13, District 3, Ho Chi Minh City,",A massage parlor offering foot and body massage services for relaxation and stress relief.,"THIEN AN 369 foot&body massage offers a range of massage services, including foot reflexology and full-body treatments, aimed at promoting relaxation and stress relief. The establishment provides a comfortable and soothing environment for customers to unwind. Therapists use various techniques to ease muscle tension, improve circulation, and enhance overall well-being. It's a popular choice for those seeking a rejuvenating experience amidst the city's hustle and bustle. Many customers appreciate the skilled therapists and the calming atmosphere.",,0,0:00,23:59,"10.360185, 107.09103",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015038/EN151.jpg
EN152,Front Beach Park,Entertainment,3.7,"Bãi Sau, Vũng Tàu, Bà Rịa - Vũng Tàu Province,","A coastal park and beach area in Vung Tau, offering seaside relaxation and recreational activities.","Front Beach Park is a popular coastal park and beach area in Vung Tau. It features sandy shores, clear waters, and various recreational activities. Visitors can enjoy swimming, sunbathing, and water sports. The park is lined with restaurants and cafes, offering a variety of dining options. It is a favorite destination for both locals and tourists seeking a seaside getaway. The atmosphere is lively and relaxed, providing a perfect setting for enjoying the coastal scenery.",,0,0:00,23:59,"10.342078, 107.074429",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015041/EN152.jpg
EN153,Cong vien Vinhomes Central Park,Entertainment,4.2,"208 Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Ho Chi Minh City,","A large, modern park with lush greenery, scenic pathways, and recreational facilities located in Vinhomes Central Park.","Cong vien Vinhomes Central Park is a sprawling, modern park located within the Vinhomes Central Park urban area. It boasts lush greenery, beautifully landscaped gardens, and scenic pathways perfect for walking, jogging, or cycling. The park features various recreational facilities, including playgrounds, sports courts, and picnic areas, catering to diverse interests. Its tranquil atmosphere and well-maintained environment make it a popular destination for families, fitness enthusiasts, and those seeking a relaxing escape from the city's hustle and bustle. The park offers stunning views of the surrounding skyline, particularly at sunset.",,0,0:00,23:59,"10.793431, 106.724398",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015042/EN153.jpg
EN154,Water Puppetry in Vietnam,Entertainment,4,"Specific theatre locations vary in Ho Chi Minh City,","A traditional Vietnamese art form involving puppets performing on a water stage, accompanied by live music.","Water puppetry is a unique and ancient Vietnamese art form. Performances feature puppets that dance and act on a water stage, controlled by puppeteers hidden behind a screen. The shows are accompanied by live traditional music, adding to the immersive experience. Stories often depict Vietnamese folklore, legends, and daily life. Attending a water puppetry show provides a captivating glimpse into Vietnamese culture and heritage. The vibrant colors, skillful puppetry, and enchanting music create a memorable and entertaining spectacle.",,0,0:00,23:59,"10.77626, 106.692537",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015044/EN154.jpg
EN155,Ben Bach Dang Park,Entertainment,3.9,"Tôn Đức Thắng, Bến Nghé, District 1, Ho Chi Minh City,",Ben Bach Dang Park is a scenic waterfront park offering views of the Saigon River.,"Ben Bach Dang Park is a popular public space located along the Saigon River. It provides a relaxing environment with benches, trees, and open space for locals and tourists alike. The park offers stunning views of the river traffic and the city skyline. It's a great place to take a stroll, enjoy the fresh air, or simply relax and watch the world go by. Many vendors and small stalls can also be found in and around the park.",,0,0:00,23:59,"10.774972, 106.706427",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015045/EN155.jpg
EN156,Go Vap Floral Village Park,Entertainment,4.2,"Lê Văn Thọ, Ward 9, Gò Vấp, Ho Chi Minh City,",Go Vap Floral Village Park is a colorful park known for its beautiful flower displays and festive atmosphere.,"Go Vap Floral Village Park is a vibrant park, especially lively during the Lunar New Year (Tet) season. It's renowned for its impressive floral arrangements and displays of various plants and flowers. The park provides a picturesque setting for taking photos and enjoying the beauty of nature. The atmosphere is often festive, with families and friends gathering to celebrate special occasions.",,0,0:00,23:59,"10.841896, 106.656146",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015047/EN156.jpg
EN157,White Rabbit Amusement Park,Entertainment,4.1,"875 Cách Mạng Tháng 8, Ward 15, District 10, Ho Chi Minh City,",White Rabbit Amusement Park is a small amusement park with rides and attractions suitable for families and children.,"White Rabbit Amusement Park, also known as Tho Trang Park, offers a variety of rides and attractions aimed primarily at younger children and families. The park features classic amusement park rides such as carousels, Ferris wheels, and small roller coasters. It's a relatively small park, providing a more intimate and manageable experience compared to larger theme parks. The park is a great place for a family outing.",,0,0:00,23:59,"10.785502, 106.666053",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015049/EN157.jpg
EN158,VinWonders Grand Park,Entertainment,4.5,"216 Đ. Nguyễn Xiển, Long Thạnh Mỹ, District 9, Ho Chi Minh City,","VinWonders Grand Park is a modern entertainment destination offering a mix of rides, attractions, and cultural experiences.","VinWonders Grand Park is a large-scale entertainment complex offering a wide range of attractions for visitors of all ages. It typically includes thrilling rides, water parks, cultural performances, and themed zones. The park aims to provide a comprehensive entertainment experience, combining adrenaline-pumping activities with opportunities to learn about Vietnamese culture. The vibrant atmosphere and diverse offerings make it a popular destination for tourists and locals alike.",,3.81,0:00,23:59,"10.83963, 106.845691",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015055/EN158.png
EN159,Ho May Amusement Park,Entertainment,4.3,"Núi Lớn, Ward 1, Vũng Tàu, Bà Rịa - Vũng Tàu Province,","Ho May Amusement Park, situated on a hilltop, offers panoramic views and a variety of recreational activities.","Ho May Amusement Park is unique for its hilltop location, accessible by cable car, providing stunning panoramic views of Vung Tau City and the surrounding coastline. The park offers a diverse range of attractions, including amusement rides, ecological gardens, and cultural performances. Visitors can enjoy thrilling rides, explore the natural beauty of the mountain, and immerse themselves in Vietnamese culture. The park's elevated location creates a refreshing and scenic escape.",,7.21,0:00,23:59,"10.351172, 107.066464",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1762015057/EN159.jpg
